taxon_ids,user_supplied_name,submitted_name,matched_name,data_source_title,score,family,class
Mirounga leonina,Mirounga leonina,Mirounga leonina,Mirounga leonina,NCBI,0.988,Phocidae,Mammalia
"Cuculus canorus,Cuculus saturatus",Cuculus canorus,Cuculus canorus,Cuculus canorus,NCBI,0.988,Cuculidae,Aves
"Cuculus canorus,Cuculus saturatus",Cuculus saturatus,Cuculus saturatus,Cuculus saturatus,NCBI,0.988,Cuculidae,Aves
"Equus caballus,Bos taurus",Equus caballus,Equus caballus,Equus caballus,NCBI,0.988,Equidae,Mammalia
"Equus caballus,Bos taurus",Bos taurus,Bos taurus,Bos taurus,NCBI,0.988,Bovidae,Mammalia
Procapra gutturosa,Procapra gutturosa,Procapra gutturosa,Procapra gutturosa,NCBI,0.988,Bovidae,Mammalia
Geochelone nigra,Geochelone nigra,Geochelone nigra,Geochelone nigra,Freebase,0.988,,
"Pandion ,Pandion haliaetus,Pandion cristatus",Pandion,Pandion,Pandion,Catalogue of Life,0.75,Pandionidae,Aves
"Pandion ,Pandion haliaetus,Pandion cristatus",Pandion haliaetus,Pandion haliaetus,Pandion haliaetus,NCBI,0.988,Pandionidae,Aves
"Pandion ,Pandion haliaetus,Pandion cristatus",Pandion cristatus,Pandion cristatus,Pandion cristatus,Encyclopedia of Life,0.988,Pandionidae,Aves
Chelonia mydas,Chelonia mydas,Chelonia mydas,Chelonia mydas,NCBI,0.988,Cheloniidae,Reptilia
Tapirus pinchaque,Tapirus pinchaque,Tapirus pinchaque,Tapirus pinchaque,NCBI,0.988,Tapiridae,Mammalia
"Leptoptilos javanicus,Spizaetus bartelsi,Nisaetus cirrhatus",Leptoptilos javanicus,Leptoptilos javanicus,Leptoptilos javanicus,NCBI,0.988,Ciconiidae,Aves
"Leptoptilos javanicus,Spizaetus bartelsi,Nisaetus cirrhatus",Spizaetus bartelsi,Spizaetus bartelsi,Spizaetus bartelsi,ARKive,0.988,,
"Leptoptilos javanicus,Spizaetus bartelsi,Nisaetus cirrhatus",Nisaetus cirrhatus,Nisaetus cirrhatus,Nisaetus cirrhatus,Freebase,0.988,Accipitridae,Aves
Myotis daubentoni,Myotis daubentoni,Myotis daubentoni,Myotis daubentoni,AnAge,0.988,,
Pteropus livingstonii,Pteropus livingstonii,Pteropus livingstonii,Pteropus livingstonii,NCBI,0.988,Pteropodidae,Mammalia
Buteo rufinus,Buteo rufinus,Buteo rufinus,Buteo rufinus,NCBI,0.988,Accipitridae,Aves
"Canis ,Ovis aries",Canis,Canis,Canis,Catalogue of Life,0.75,Canidae,Mammalia
"Canis ,Ovis aries",Ovis aries,Ovis aries,Ovis aries,NCBI,0.988,Bovidae,Mammalia
"Buteo rufinus,Circaetus gallicus",Buteo rufinus,Buteo rufinus,Buteo rufinus,NCBI,0.988,Accipitridae,Aves
"Buteo rufinus,Circaetus gallicus",Circaetus gallicus,Circaetus gallicus,Circaetus gallicus,NCBI,0.988,Accipitridae,Aves
Testudinidae,Testudinidae,Testudinidae,Testudinidae,Catalogue of Life,0.75,Testudinidae,Reptilia
"Zalophus californianus,Mirounga angustirostris,Canis mesomelas,Syncerus caffer,Gyps africanus,Phoebastria irrorata,Loxodonta africana,Equus quagga,Antidorcas marsupialis,Chelonoidis hoodensis,Chelonoidis porteri",Zalophus californianus,Zalophus californianus,Zalophus californianus,NCBI,0.988,Otariidae,Mammalia
"Zalophus californianus,Mirounga angustirostris,Canis mesomelas,Syncerus caffer,Gyps africanus,Phoebastria irrorata,Loxodonta africana,Equus quagga,Antidorcas marsupialis,Chelonoidis hoodensis,Chelonoidis porteri",Mirounga angustirostris,Mirounga angustirostris,Mirounga angustirostris,NCBI,0.988,Phocidae,Mammalia
"Zalophus californianus,Mirounga angustirostris,Canis mesomelas,Syncerus caffer,Gyps africanus,Phoebastria irrorata,Loxodonta africana,Equus quagga,Antidorcas marsupialis,Chelonoidis hoodensis,Chelonoidis porteri",Canis mesomelas,Canis mesomelas,Canis mesomelas,NCBI,0.988,Canidae,Mammalia
"Zalophus californianus,Mirounga angustirostris,Canis mesomelas,Syncerus caffer,Gyps africanus,Phoebastria irrorata,Loxodonta africana,Equus quagga,Antidorcas marsupialis,Chelonoidis hoodensis,Chelonoidis porteri",Syncerus caffer,Syncerus caffer,Syncerus caffer,NCBI,0.988,Bovidae,Mammalia
"Zalophus californianus,Mirounga angustirostris,Canis mesomelas,Syncerus caffer,Gyps africanus,Phoebastria irrorata,Loxodonta africana,Equus quagga,Antidorcas marsupialis,Chelonoidis hoodensis,Chelonoidis porteri",Gyps africanus,Gyps africanus,Gyps africanus,NCBI,0.988,Accipitridae,Aves
"Zalophus californianus,Mirounga angustirostris,Canis mesomelas,Syncerus caffer,Gyps africanus,Phoebastria irrorata,Loxodonta africana,Equus quagga,Antidorcas marsupialis,Chelonoidis hoodensis,Chelonoidis porteri",Phoebastria irrorata,Phoebastria irrorata,Phoebastria irrorata,NCBI,0.988,Diomedeidae,Aves
"Zalophus californianus,Mirounga angustirostris,Canis mesomelas,Syncerus caffer,Gyps africanus,Phoebastria irrorata,Loxodonta africana,Equus quagga,Antidorcas marsupialis,Chelonoidis hoodensis,Chelonoidis porteri",Loxodonta africana,Loxodonta africana,Loxodonta africana,NCBI,0.988,Elephantidae,Mammalia
"Zalophus californianus,Mirounga angustirostris,Canis mesomelas,Syncerus caffer,Gyps africanus,Phoebastria irrorata,Loxodonta africana,Equus quagga,Antidorcas marsupialis,Chelonoidis hoodensis,Chelonoidis porteri",Equus quagga,Equus quagga,Equus quagga,Freebase,0.988,Equidae,Mammalia
"Zalophus californianus,Mirounga angustirostris,Canis mesomelas,Syncerus caffer,Gyps africanus,Phoebastria irrorata,Loxodonta africana,Equus quagga,Antidorcas marsupialis,Chelonoidis hoodensis,Chelonoidis porteri",Antidorcas marsupialis,Antidorcas marsupialis,Antidorcas marsupialis,NCBI,0.988,Bovidae,Mammalia
"Zalophus californianus,Mirounga angustirostris,Canis mesomelas,Syncerus caffer,Gyps africanus,Phoebastria irrorata,Loxodonta africana,Equus quagga,Antidorcas marsupialis,Chelonoidis hoodensis,Chelonoidis porteri",Chelonoidis hoodensis,Chelonoidis hoodensis,Chelonoidis hoodensis,NCBI,0.988,Testudinidae,Reptilia
"Zalophus californianus,Mirounga angustirostris,Canis mesomelas,Syncerus caffer,Gyps africanus,Phoebastria irrorata,Loxodonta africana,Equus quagga,Antidorcas marsupialis,Chelonoidis hoodensis,Chelonoidis porteri",Chelonoidis porteri,Chelonoidis porteri,Chelonoidis porteri,NCBI,0.988,Testudinidae,Reptilia
Orycteropus afer,Orycteropus afer,Orycteropus afer,Orycteropus afer,NCBI,0.988,Orycteropodidae,Mammalia
"Homo sapiens,Pongo pygmaeus",Homo sapiens,Homo sapiens,Homo sapiens,NCBI,0.988,Hominidae,Mammalia
"Homo sapiens,Pongo pygmaeus",Pongo pygmaeus,Pongo pygmaeus,Pongo pygmaeus,NCBI,0.988,Hominidae,Mammalia
Cyanoliseus patagonus,Cyanoliseus patagonus,Cyanoliseus patagonus,Cyanoliseus patagonus,NCBI,0.988,Psittacidae,Aves
Pterodroma phaeopygia,Pterodroma phaeopygia,Pterodroma phaeopygia,Pterodroma phaeopygia,NCBI,0.988,Procellariidae,Aves
Creagrus furcatus,Creagrus furcatus,Creagrus furcatus,Creagrus furcatus,NCBI,0.988,Laridae,Aves
"Anas platyrhynchos,Anas penelope,Aythya fuligula,Netta rufina,Fulica atra",Anas platyrhynchos,Anas platyrhynchos,Anas platyrhynchos,NCBI,0.988,Anatidae,Aves
"Anas platyrhynchos,Anas penelope,Aythya fuligula,Netta rufina,Fulica atra",Anas penelope,Anas penelope,Anas penelope,Freebase,0.988,Anatidae,Aves
"Anas platyrhynchos,Anas penelope,Aythya fuligula,Netta rufina,Fulica atra",Aythya fuligula,Aythya fuligula,Aythya fuligula,NCBI,0.988,Anatidae,Aves
"Anas platyrhynchos,Anas penelope,Aythya fuligula,Netta rufina,Fulica atra",Netta rufina,Netta rufina,Netta rufina,NCBI,0.988,Anatidae,Aves
"Anas platyrhynchos,Anas penelope,Aythya fuligula,Netta rufina,Fulica atra",Fulica atra,Fulica atra,Fulica atra,NCBI,0.988,Rallidae,Aves
Larus melanocephalus,Larus melanocephalus,Larus melanocephalus,Larus melanocephalus,AnAge,0.988,,
Puffinus creatopus,Puffinus creatopus,Puffinus creatopus,Puffinus creatopus,Freebase,0.988,Procellariidae,Aves
Tadorna ferruginea,Tadorna ferruginea,Tadorna ferruginea,Tadorna ferruginea,NCBI,0.988,Anatidae,Aves
Bycanistes bucinator,Bycanistes bucinator,Bycanistes bucinator,Bycanistes bucinator,NCBI,0.988,Bucerotidae,Aves
Ciconia boyciana,Ciconia boyciana,Ciconia boyciana,Ciconia boyciana,NCBI,0.988,Ciconiidae,Aves
Capra hircus,Capra hircus,Capra hircus,Capra hircus,NCBI,0.988,Bovidae,Mammalia
Urocyon cinereoargenteus,Urocyon cinereoargenteus,Urocyon cinereoargenteus,Urocyon cinereoargenteus,NCBI,0.988,Canidae,Mammalia
"Ciconia ciconia,Tadorna tadorna",Ciconia ciconia,Ciconia ciconia,Ciconia ciconia,NCBI,0.988,Ciconiidae,Aves
"Ciconia ciconia,Tadorna tadorna",Tadorna tadorna,Tadorna tadorna,Tadorna tadorna,NCBI,0.988,Anatidae,Aves
Torgos tracheliotus,Torgos tracheliotus,Torgos tracheliotus,Torgos tracheliotus,Encyclopedia of Life,0.988,Accipitridae,Aves
Cervus nippon,Cervus nippon,Cervus nippon,Cervus nippon,NCBI,0.988,Cervidae,Mammalia
Monodon,Monodon,Monodon,Monodon,Catalogue of Life,0.75,Monodontidae,Mammalia
"Caretta caretta,Chelonia mydas,Lepidochelys kempii",Caretta caretta,Caretta caretta,Caretta caretta,NCBI,0.988,Cheloniidae,Reptilia
"Caretta caretta,Chelonia mydas,Lepidochelys kempii",Chelonia mydas,Chelonia mydas,Chelonia mydas,NCBI,0.988,Cheloniidae,Reptilia
"Caretta caretta,Chelonia mydas,Lepidochelys kempii",Lepidochelys kempii,Lepidochelys kempii,Lepidochelys kempii,NCBI,0.988,Cheloniidae,Reptilia
"Didelphis virginiana,Procyon lotor",Didelphis virginiana,Didelphis virginiana,Didelphis virginiana,NCBI,0.988,Didelphidae,Mammalia
"Didelphis virginiana,Procyon lotor",Procyon lotor,Procyon lotor,Procyon lotor,NCBI,0.988,Procyonidae,Mammalia
Meleagris gallopavo,Meleagris gallopavo,Meleagris gallopavo,Meleagris gallopavo,NCBI,0.988,Phasianidae,Aves
"Aquila chrysaetos,Neophron percnopterus",Aquila chrysaetos,Aquila chrysaetos,Aquila chrysaetos,NCBI,0.988,Accipitridae,Aves
"Aquila chrysaetos,Neophron percnopterus",Neophron percnopterus,Neophron percnopterus,Neophron percnopterus,NCBI,0.988,Accipitridae,Aves
"Neophron ,Neophron percnopterus",Neophron,Neophron,Neophron,Catalogue of Life,0.75,Accipitridae,Aves
"Neophron ,Neophron percnopterus",Neophron percnopterus,Neophron percnopterus,Neophron percnopterus,NCBI,0.988,Accipitridae,Aves
Aquila hastata,Aquila hastata,Aquila hastata,Aquila hastata,Freebase,0.988,Accipitridae,Aves
Nisaetus nipalensis,Nisaetus nipalensis,Nisaetus nipalensis,Nisaetus nipalensis,NCBI,0.988,Accipitridae,Aves
Sarcogyps calvus,Sarcogyps calvus,Sarcogyps calvus,Sarcogyps calvus,NCBI,0.988,Accipitridae,Aves
Puffinus,Puffinus,Puffinus,Puffinus,Catalogue of Life,0.75,Procellariidae,Aves
Puffinus newelli,Puffinus newelli,Puffinus newelli,Puffinus newelli,NCBI,0.988,Procellariidae,Aves
Macaca fascicularis,Macaca fascicularis,Macaca fascicularis,Macaca fascicularis,NCBI,0.988,Cercopithecidae,Mammalia
Cercopithecus mitis,Cercopithecus mitis,Cercopithecus mitis,Cercopithecus mitis,NCBI,0.988,Cercopithecidae,Mammalia
Papio anubis,Papio anubis,Papio anubis,Papio anubis,NCBI,0.988,Cercopithecidae,Mammalia
"Lophocebus ,Cercopithecus mitis,Lophocebus albigena",Lophocebus,Lophocebus,Lophocebus,Catalogue of Life,0.75,Cercopithecidae,Mammalia
"Lophocebus ,Cercopithecus mitis,Lophocebus albigena",Cercopithecus mitis,Cercopithecus mitis,Cercopithecus mitis,NCBI,0.988,Cercopithecidae,Mammalia
"Lophocebus ,Cercopithecus mitis,Lophocebus albigena",Lophocebus albigena,Lophocebus albigena,Lophocebus albigena,NCBI,0.988,Cercopithecidae,Mammalia
Cercopithecus ascanius,Cercopithecus ascanius,Cercopithecus ascanius,Cercopithecus ascanius,NCBI,0.988,Cercopithecidae,Mammalia
"Cercopithecus ascanius,Cercopithecus mitis,Lophocebus albigena",Cercopithecus ascanius,Cercopithecus ascanius,Cercopithecus ascanius,NCBI,0.988,Cercopithecidae,Mammalia
"Cercopithecus ascanius,Cercopithecus mitis,Lophocebus albigena",Cercopithecus mitis,Cercopithecus mitis,Cercopithecus mitis,NCBI,0.988,Cercopithecidae,Mammalia
"Cercopithecus ascanius,Cercopithecus mitis,Lophocebus albigena",Lophocebus albigena,Lophocebus albigena,Lophocebus albigena,NCBI,0.988,Cercopithecidae,Mammalia
"Cercopithecus ascanius,Lophocebus albigena",Cercopithecus ascanius,Cercopithecus ascanius,Cercopithecus ascanius,NCBI,0.988,Cercopithecidae,Mammalia
"Cercopithecus ascanius,Lophocebus albigena",Lophocebus albigena,Lophocebus albigena,Lophocebus albigena,NCBI,0.988,Cercopithecidae,Mammalia
"Nyctalus ,Nyctalus noctula",Nyctalus,Nyctalus,Nyctalus,Catalogue of Life,0.75,Vespertilionidae,Mammalia
"Nyctalus ,Nyctalus noctula",Nyctalus noctula,Nyctalus noctula,Nyctalus noctula,NCBI,0.988,Vespertilionidae,Mammalia
Fulmarus glacialis,Fulmarus glacialis,Fulmarus glacialis,Fulmarus glacialis,NCBI,0.988,Procellariidae,Aves
"Gyps ,Gyps rueppellii,Gyps africanus,Necrosyrtes monachus",Gyps,Gyps,Gyps,Catalogue of Life,0.75,Accipitridae,Aves
"Gyps ,Gyps rueppellii,Gyps africanus,Necrosyrtes monachus",Gyps rueppellii,Gyps rueppellii,Gyps rueppellii,NCBI,0.988,Accipitridae,Aves
"Gyps ,Gyps rueppellii,Gyps africanus,Necrosyrtes monachus",Gyps africanus,Gyps africanus,Gyps africanus,NCBI,0.988,Accipitridae,Aves
"Gyps ,Gyps rueppellii,Gyps africanus,Necrosyrtes monachus",Necrosyrtes monachus,Necrosyrtes monachus,Necrosyrtes monachus,NCBI,0.988,Accipitridae,Aves
Antilocapra americana,Antilocapra americana,Antilocapra americana,Antilocapra americana,NCBI,0.988,Antilocapridae,Mammalia
"Dendroica coronata,Seiurus noveboracensis,Vireo olivaceus",Dendroica coronata,Dendroica coronata,Dendroica coronata,Freebase,0.988,,
"Dendroica coronata,Seiurus noveboracensis,Vireo olivaceus",Seiurus noveboracensis,Seiurus noveboracensis,Seiurus noveboracensis,AnAge,0.988,,
"Dendroica coronata,Seiurus noveboracensis,Vireo olivaceus",Vireo olivaceus,Vireo olivaceus,Vireo olivaceus,NCBI,0.988,Vireonidae,Aves
Parkesia noveboracensis,Parkesia noveboracensis,Parkesia noveboracensis,Parkesia noveboracensis,NCBI,0.988,Parulidae,Aves
Branta hutchinsii,Branta hutchinsii,Branta hutchinsii,Branta hutchinsii,NCBI,0.988,Anatidae,Aves
Didelphis virginiana,Didelphis virginiana,Didelphis virginiana,Didelphis virginiana,NCBI,0.988,Didelphidae,Mammalia
Prionace glauca,Prionace glauca,Prionace glauca,Prionace glauca,NCBI,0.988,Carcharhinidae,Chondrichthyes
Nyctalus lasiopterus,Nyctalus lasiopterus,Nyctalus lasiopterus,Nyctalus lasiopterus,NCBI,0.988,Vespertilionidae,Mammalia
Myotis sodalis,Myotis sodalis,Myotis sodalis,Myotis sodalis,NCBI,0.988,Vespertilionidae,Mammalia
"Aquila chrysaetos,Haliaeetus leucocephalus,Pandion haliaetus,Falco peregrinus,Asio flammeus",Aquila chrysaetos,Aquila chrysaetos,Aquila chrysaetos,NCBI,0.988,Accipitridae,Aves
"Aquila chrysaetos,Haliaeetus leucocephalus,Pandion haliaetus,Falco peregrinus,Asio flammeus",Haliaeetus leucocephalus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,NCBI,0.988,Accipitridae,Aves
"Aquila chrysaetos,Haliaeetus leucocephalus,Pandion haliaetus,Falco peregrinus,Asio flammeus",Pandion haliaetus,Pandion haliaetus,Pandion haliaetus,NCBI,0.988,Pandionidae,Aves
"Aquila chrysaetos,Haliaeetus leucocephalus,Pandion haliaetus,Falco peregrinus,Asio flammeus",Falco peregrinus,Falco peregrinus,Falco peregrinus,NCBI,0.988,Falconidae,Aves
"Aquila chrysaetos,Haliaeetus leucocephalus,Pandion haliaetus,Falco peregrinus,Asio flammeus",Asio flammeus,Asio flammeus,Asio flammeus,NCBI,0.988,Strigidae,Aves
Carcharhinus longimanus,Carcharhinus longimanus,Carcharhinus longimanus,Carcharhinus longimanus,NCBI,0.988,Carcharhinidae,Chondrichthyes
"Oceanodroma furcata,Oceanodroma castro,Hydrobates ",Oceanodroma furcata,Oceanodroma furcata,Oceanodroma furcata,Freebase,0.988,Hydrobatidae,Aves
"Oceanodroma furcata,Oceanodroma castro,Hydrobates ",Oceanodroma castro,Oceanodroma castro,Oceanodroma castro,Freebase,0.988,Hydrobatidae,Aves
"Oceanodroma furcata,Oceanodroma castro,Hydrobates ",Hydrobates,Hydrobates,Hydrobates,Catalogue of Life,0.75,Hydrobatidae,Aves
"Rhincodon typus,Carcharodon carcharias,Isurus oxyrinchus,Galeocerdo cuvier,Carcharhinus obscurus,Carcharhinus leucas,Carcharhinus plumbeus,Carcharhinus falciformis,Carcharhinus limbatus,Prionace glauca,Sphyrnidae ,Sphyrna lewini,Sphyrna mokarran",Rhincodon typus,Rhincodon typus,Rhincodon typus,NCBI,0.988,Rhincodontidae,Chondrichthyes
"Rhincodon typus,Carcharodon carcharias,Isurus oxyrinchus,Galeocerdo cuvier,Carcharhinus obscurus,Carcharhinus leucas,Carcharhinus plumbeus,Carcharhinus falciformis,Carcharhinus limbatus,Prionace glauca,Sphyrnidae ,Sphyrna lewini,Sphyrna mokarran",Carcharodon carcharias,Carcharodon carcharias,Carcharodon carcharias,NCBI,0.988,Lamnidae,Chondrichthyes
"Rhincodon typus,Carcharodon carcharias,Isurus oxyrinchus,Galeocerdo cuvier,Carcharhinus obscurus,Carcharhinus leucas,Carcharhinus plumbeus,Carcharhinus falciformis,Carcharhinus limbatus,Prionace glauca,Sphyrnidae ,Sphyrna lewini,Sphyrna mokarran",Isurus oxyrinchus,Isurus oxyrinchus,Isurus oxyrinchus,NCBI,0.988,Lamnidae,Chondrichthyes
"Rhincodon typus,Carcharodon carcharias,Isurus oxyrinchus,Galeocerdo cuvier,Carcharhinus obscurus,Carcharhinus leucas,Carcharhinus plumbeus,Carcharhinus falciformis,Carcharhinus limbatus,Prionace glauca,Sphyrnidae ,Sphyrna lewini,Sphyrna mokarran",Galeocerdo cuvier,Galeocerdo cuvier,Galeocerdo cuvier,NCBI,0.988,Carcharhinidae,Chondrichthyes
"Rhincodon typus,Carcharodon carcharias,Isurus oxyrinchus,Galeocerdo cuvier,Carcharhinus obscurus,Carcharhinus leucas,Carcharhinus plumbeus,Carcharhinus falciformis,Carcharhinus limbatus,Prionace glauca,Sphyrnidae ,Sphyrna lewini,Sphyrna mokarran",Carcharhinus obscurus,Carcharhinus obscurus,Carcharhinus obscurus,NCBI,0.988,Carcharhinidae,Chondrichthyes
"Rhincodon typus,Carcharodon carcharias,Isurus oxyrinchus,Galeocerdo cuvier,Carcharhinus obscurus,Carcharhinus leucas,Carcharhinus plumbeus,Carcharhinus falciformis,Carcharhinus limbatus,Prionace glauca,Sphyrnidae ,Sphyrna lewini,Sphyrna mokarran",Carcharhinus leucas,Carcharhinus leucas,Carcharhinus leucas,NCBI,0.988,Carcharhinidae,Chondrichthyes
"Rhincodon typus,Carcharodon carcharias,Isurus oxyrinchus,Galeocerdo cuvier,Carcharhinus obscurus,Carcharhinus leucas,Carcharhinus plumbeus,Carcharhinus falciformis,Carcharhinus limbatus,Prionace glauca,Sphyrnidae ,Sphyrna lewini,Sphyrna mokarran",Carcharhinus plumbeus,Carcharhinus plumbeus,Carcharhinus plumbeus,NCBI,0.988,Carcharhinidae,Chondrichthyes
"Rhincodon typus,Carcharodon carcharias,Isurus oxyrinchus,Galeocerdo cuvier,Carcharhinus obscurus,Carcharhinus leucas,Carcharhinus plumbeus,Carcharhinus falciformis,Carcharhinus limbatus,Prionace glauca,Sphyrnidae ,Sphyrna lewini,Sphyrna mokarran",Carcharhinus falciformis,Carcharhinus falciformis,Carcharhinus falciformis,NCBI,0.988,Carcharhinidae,Chondrichthyes
"Rhincodon typus,Carcharodon carcharias,Isurus oxyrinchus,Galeocerdo cuvier,Carcharhinus obscurus,Carcharhinus leucas,Carcharhinus plumbeus,Carcharhinus falciformis,Carcharhinus limbatus,Prionace glauca,Sphyrnidae ,Sphyrna lewini,Sphyrna mokarran",Carcharhinus limbatus,Carcharhinus limbatus,Carcharhinus limbatus,NCBI,0.988,Carcharhinidae,Chondrichthyes
"Rhincodon typus,Carcharodon carcharias,Isurus oxyrinchus,Galeocerdo cuvier,Carcharhinus obscurus,Carcharhinus leucas,Carcharhinus plumbeus,Carcharhinus falciformis,Carcharhinus limbatus,Prionace glauca,Sphyrnidae ,Sphyrna lewini,Sphyrna mokarran",Prionace glauca,Prionace glauca,Prionace glauca,NCBI,0.988,Carcharhinidae,Chondrichthyes
"Rhincodon typus,Carcharodon carcharias,Isurus oxyrinchus,Galeocerdo cuvier,Carcharhinus obscurus,Carcharhinus leucas,Carcharhinus plumbeus,Carcharhinus falciformis,Carcharhinus limbatus,Prionace glauca,Sphyrnidae ,Sphyrna lewini,Sphyrna mokarran",Sphyrnidae,Sphyrnidae,Sphyrnidae,Catalogue of Life,0.75,Sphyrnidae,Chondrichthyes
"Rhincodon typus,Carcharodon carcharias,Isurus oxyrinchus,Galeocerdo cuvier,Carcharhinus obscurus,Carcharhinus leucas,Carcharhinus plumbeus,Carcharhinus falciformis,Carcharhinus limbatus,Prionace glauca,Sphyrnidae ,Sphyrna lewini,Sphyrna mokarran",Sphyrna lewini,Sphyrna lewini,Sphyrna lewini,NCBI,0.988,Sphyrnidae,Chondrichthyes
"Rhincodon typus,Carcharodon carcharias,Isurus oxyrinchus,Galeocerdo cuvier,Carcharhinus obscurus,Carcharhinus leucas,Carcharhinus plumbeus,Carcharhinus falciformis,Carcharhinus limbatus,Prionace glauca,Sphyrnidae ,Sphyrna lewini,Sphyrna mokarran",Sphyrna mokarran,Sphyrna mokarran,Sphyrna mokarran,NCBI,0.988,Sphyrnidae,Chondrichthyes
Felis,Felis,Felis,Felis,Catalogue of Life,0.75,Felidae,Mammalia
Oenanthe oenanthe,Oenanthe oenanthe,Oenanthe oenanthe,Oenanthe oenanthe,NCBI,0.988,Muscicapidae,Aves
Hyaena brunnea,Hyaena brunnea,Hyaena brunnea,Hyaena brunnea,Freebase,0.988,Hyaenidae,Mammalia
Bassaricyon neblina,Bassaricyon neblina,Bassaricyon neblina,Bassaricyon neblina,NCBI,0.988,Procyonidae,Mammalia
Lepidochelys olivacea,Lepidochelys olivacea,Lepidochelys olivacea,Lepidochelys olivacea,NCBI,0.988,Cheloniidae,Reptilia
"Ommatophoca rossii,Leptonychotes weddellii",Ommatophoca rossii,Ommatophoca rossii,Ommatophoca rossii,NCBI,0.988,Phocidae,Mammalia
"Ommatophoca rossii,Leptonychotes weddellii",Leptonychotes weddellii,Leptonychotes weddellii,Leptonychotes weddellii,NCBI,0.988,Phocidae,Mammalia
Puma concolor,Puma concolor,Puma concolor,Puma concolor,NCBI,0.988,Felidae,Mammalia
"Panthera onca,Puma concolor",Panthera onca,Panthera onca,Panthera onca,NCBI,0.988,Felidae,Mammalia
"Panthera onca,Puma concolor",Puma concolor,Puma concolor,Puma concolor,NCBI,0.988,Felidae,Mammalia
Exaerete frontalis,Exaerete frontalis,Exaerete frontalis,Exaerete frontalis,NCBI,0.988,Apidae,Insecta
Orcinus orca,Orcinus orca,Orcinus orca,Orcinus orca,NCBI,0.988,Delphinidae,Mammalia
"Circaetus gallicus,Pandion haliaetus",Circaetus gallicus,Circaetus gallicus,Circaetus gallicus,NCBI,0.988,Accipitridae,Aves
